price,accommodates,bathrooms,bedrooms,beds,reviews,review_scores,host_response_rate,host_acceptance_rate,host_total_listings
110,1,1,1,1,0,,0.95,0.69,386
250,2,1,1,1,0,,0.95,0.69,386
234,2,1,,1,0,,0.95,0.69,386
170,1,1,,1,0,,0.95,0.69,386
174,1,1,1,1,0,,0.95,0.69,386
890,1,1,1,1,1,100,0.25,0,1
630,6,1,,4,0,,0.95,0.69,386
1400,6,1,2,3,3,100,1,0.67,23
580,2,1,,1,0,,1,0.35,225
1000,2,1,1,1,1,100,,,1
268,2,1,1,1,0,,0.95,0.77,230
1100,2,1,1,1,2,100,1,0.75,2
280,1,1,1,1,0,,1,0.8,369
280,1,1,1,1,0,,0.96,0.77,266
600,2,1,,1,0,,1,0.33,239
506,2,1,,1,0,,1,0.35,225
200,1,1,,1,0,,1,0.8,369
3000,3,1,2,2,8,97,1,0.67,1
680,6,1,4,4,0,,1,0.8,369
495,2,1,,1,0,,1,0.35,225
500,2,1,,1,0,,1,0.33,239
489,2,1,1,1,0,,1,,1
420,6,1,1,1,0,,,1,14
270,1,1,1,1,0,,1,0.8,369
230,1,1,1,1,0,,1,0.8,369
999,2,1,1,1,3,100,1,0.81,3
711,6,1,1,3,43,90,0.98,1,12
243,2,1,1,1,4,70,,,12
900,2,1,1,2,3,87,0.4,,1
1100,3,1,1,1,1,,0,,0
600,2,1,,1,41,93,1,0.96,7
450,3,1,2,2,6,97,0,1,1
1008,2,1,1,1,8,95,0.9,0.93,2
160,1,1,1,1,0,,0.95,0.77,230
214,1,1,1,1,0,,1,0.8,369
450,2,1,1,1,3,100,,0,1
500,1,1,,1,1,100,,0.38,2
3113,5,1,2,2,15,100,1,,4
423,2,1,1,1,1,100,,,3
668,3,1,1,1,7,97,1,0.13,1
160,1,1,1,1,0,,1,0.8,369
231,1,1,1,0,0,,1,0.8,369
600,2,1,,1,12,93,1,1,7
1250,2,1,1,1,14,93,1,1,2
257,2,1,1,2,0,,1,0.8,369
700,2,1,,1,10,90,1,1,11
1000,3,1,2,2,0,,1,0.33,239
170,1,1,1,0,0,,0.96,0.77,266
270,1,1,1,1,0,,1,0.8,369
800,1,1,,1,0,,,,1
1300,4,2,2,2,0,,1,0.33,239
210,1,1,1,1,0,,1,0.8,369
210,1,1,1,1,0,,1,0.8,369
468,2,1,1,1,1,100,0,,0
280,1,1,,1,0,,0.96,0.77,266
3000,3,1,,1,0,,,,1
170,1,1,1,1,0,,1,0.8,369
220,1,1,1,1,0,,1,0.8,369
240,1,1,1,1,0,,1,0.8,369
520,4,1,,2,71,95,1,1,1
890,2,1,1,1,2,100,1,0,1
840,2,1,,1,0,,1,0.33,239
1403,6,1,2,3,1,100,1,0.67,23
1403,6,1,2,3,0,,1,0.67,23
225,2,1,1,1,0,,0.96,0.77,266
1200,2,1,,1,15,100,0,0.75,1
1050,6,1,2,3,49,96,0.91,1,5
830,2,1,1,1,7,100,,,1
1000,3,1,,1,1,,0,,0
266,2,1,,2,3,73,0,,2
1286,4,1,2,2,65,98,1,1,1
1000,4,1,2,1,0,,1,,1
950,2,1,1,1,0,,,,1
1100,2,1,1,1,0,,,,2
181,1,1,1,1,0,,0.96,0.77,266
967,3,3,3,4,0,,0.83,0.9,15
460,1,1,,1,0,,1,0.33,239
234,2,1,1,1,0,,0.95,0.69,386
667,2,1,,1,1,60,1,0.33,239
770,2,1,,1,0,,1,0.33,239
665,2,1,,1,0,,1,0.35,225
770,2,1,1,1,0,,1,0.35,225
750,2,1,,1,0,,,,1
850,2,1,1,1,16,93,0.9,0.7,1
424,1,1,1,1,1,100,1,1,1
375,1,1,,1,0,,1,0.33,239
900,2,1,1,1,0,,,,1
110,2,1,1,1,0,,0.95,0.69,386
267,2,1,1,1,0,,0.95,0.69,386
241,1,1,1,1,0,,0.95,0.69,386
800,3,1,2,2,0,,0.9,0.59,4
320,2,1,1,1,1,100,0.9,0.59,4
259,2,1,1,1,0,,0.95,0.69,386
750,2,1,1,1,2,90,0.2,0.67,2
209,1,1,1,0,0,,0.95,0.69,386
270,1,1,2,1,9,87,1,0.92,2
270,1,1,1,1,0,,0.95,0.69,386
278,2,1,1,1,0,,0.95,0.69,386
223,2,1,1,1,0,,1,0.8,369
290,2,2,1,1,1,40,0.95,0.69,386
950,2,1,,1,4,100,1,0.75,2
358,3,1,,2,1,80,0,,2
580,2,1,1,1,0,,0,0,1
950,2,1,,1,1,60,1,1,0
800,4,1.5,1,2,2,100,0.8,0.56,1
950,7,1,2,4,23,93,0.91,1,5
10768,3,1,,1,0,,,,1
400,2,1,1,1,0,,,,0
180,1,1,1,1,1,80,0.8,0.93,4
450,2,1,,1,0,,1,0.35,225
500,1,1,1,1,0,,,,1
700,2,1,1,1,5,100,1,0.67,0
250,16,2,1,17,0,,1,1,6
270,2,1,,1,0,,1,0.8,369
484,2,1,,1,0,,1,0.33,239
320,1,1,1,1,4,100,,0.4,1
900,3,1,,2,0,,,,1
495,2,1,1,2,3,87,1,0.92,2
356,2,1,1,1,2,100,,,1
850,2,1,1,1,0,,,,1
500,3,1,1,2,1,,0.25,0,1
520,2,1,,1,0,,1,0.35,225
659,2,1,1,1,0,,0,,1
5020,2,1,,1,0,,,,1
415,1,1,,1,0,,1,0.35,225
600,2,1,1,1,1,100,1,,0
400,9,1,,1,4,65,,1,14
9441,4,1,2,2,9,96,0.9,0.95,1
500,16,1,3,3,0,,,,6
246,2,1,1,1,0,,0.95,0.69,386
213,1,1,1,1,0,,0.95,0.69,386
399,10,1,,1,1,80,,1,14
515,2,1,,1,0,,1,0.35,225
521,2,1,,1,0,,1,0.33,239
800,2,1,1,0,1,100,,,1
550,2,1,,1,0,,1,0.33,239
501,2,1,,1,0,,1,0.35,225
280,1,1,1,1,0,,1,0.8,369
385,2,1,,1,0,,1,0.35,225
216,1,1,1,1,0,,0.95,0.69,386
360,2,1,,1,0,,1,0.33,239
495,2,1,,1,0,,1,0.33,239
501,2,1,,1,0,,1,0.33,239
600,2,1,1,1,0,,,,16
217,1,1,1,1,0,,0.95,0.69,386
240,2,1,,1,0,,1,0.8,369
515,2,1,,1,0,,1,0.33,239
555,2,1,,1,1,100,1,0.33,239
525,2,1,,1,0,,1,0.35,225
389,2,1,1,1,6,97,1,1,2
12500,1,1,3,3,0,,0,,1
200,1,1,1,1,0,,0.95,0.69,386
266,2,1,1,1,0,,0.95,0.69,386
660,2,1,,1,0,,0.98,0.73,101
695,2,1,1,1,1,80,0.98,0.73,101
413,1,1,,1,0,,,,7
400,1,1,,1,0,,,,7
258,2,1,1,1,0,,0.95,0.69,386
284,2,1,1,1,0,,0.95,0.69,386
258,2,1,1,1,0,,0.95,0.69,386
410,1,1,,1,1,,,,7
550,2,1,,1,2,100,,,1
450,1,1,1,0,0,,,,7
338,2,1,1,1,9,75,0.83,1,1
200,1,1,1,0,0,,1,0.8,369
660,2,1,,1,0,,0.98,0.73,101
400,2,1,1,1,1,,,,1
900,2,1,2,1,2,100,0,0.13,2
231,1,1,1,1,0,,1,0.8,369
710,2,1,,1,0,,1,0.33,239
615,2,1,,1,0,,1,0.35,225
655,2,1,1,1,0,,1,0.35,225
549,2,1,,1,0,,0.98,0.73,101
540,2,1,,1,0,,0.98,0.73,101
477,2,1,,1,0,,0.98,0.73,101
594,2,1,,1,0,,0.98,0.73,101
733,2,1,1,1,0,,0.98,0.73,101
246,2,1,1,1,0,,0.95,0.69,386
1420,1,1,1,1,3,100,,,1
550,1,1,1,,0,,,,1
310,2,1,,1,29,87,0.94,0.82,9
840,2,1,1,1,36,92,0.75,0,1
134,1,1,1,1,0,,0.96,0.77,266
998,2,2,1,1,7,93,1,,1
380,2,1,,1,17,93,0.94,0.82,9
650,2,1,,1,42,94,1,1,2
808,4,1,2,2,155,89,,1,2
585,2,1,1,1,117,92,1,1,1
850,4,1,1,2,204,93,1,1,1
350,2,1,,0,66,95,0.94,0.82,9
1200,4,1,2,3,20,91,1,0.75,1
3000,2,1,1,1,7,89,,,1
294,2,1,1,1,1,80,0.96,0.77,266
263,2,1,1,1,1,60,0.96,0.77,266
488,1,1,1,1,19,97,1,,1
745,2,1,1,1,163,98,1,0.55,1
200,1,1,1,1,0,,0.96,0.77,266
557,2,1,1,1,186,91,1,1,3
1200,4,1,1,2,74,93,1,0.96,7
230,1,1,1,0,1,60,1,1,19
789,4,1,,0,175,95,1,0.95,5
267,2,1,1,1,0,,0.96,0.77,266
900,2,1,1,1,4,95,0.11,0,2
1050,4,1,,1,75,99,,1,2
448,3,1,,2,142,92,1,0.85,4
5243,2,1,,1,59,91,0,0,2
183,1,1,1,1,0,,0.96,0.77,266
181,2,1,1,1,0,,0.96,0.77,266
800,2,1,1,1,15,100,1,,1
350,1,1,1,1,122,95,0.8,0.6,2
263,1,1,1,1,0,,0.96,0.77,266
210,1,,1,1,1,40,0.96,0.77,266
190,1,1,1,1,3,100,1,1,19
1500,2,2,1,2,1,80,0,0,1
349,2,1,1,1,12,88,0.97,1,12
767,6,1,2,3,85,91,0.97,1,12
380,2,1,1,1,18,91,0.97,1,12
302,2,1,1,1,37,90,0.97,1,12
300,2,1,1,2,0,,0.96,0.77,266
3000,3,1.5,1,1,0,,1,,1
1772,2,1,2,3,0,,1,0.6,4
520,2,1,,1,45,91,1,1,1
400,2,1,1,2,2,90,,0,1
195,1,,1,1,0,,0.96,0.77,266
1350,4,2,2,2,4,100,0.2,,1
527,3,1,1,2,119,85,0.97,1,12
1163,4,1,2,2,0,,1,,2
620,3,1,2,2,128,90,0.8,0.67,1
650,1,1,1,0,170,98,1,0.71,1
799,2,1,,1,8,87,,,1
1103,2,,1,1,20,98,,,2
349,2,1,1,1,15,91,0.97,1,12
217,1,1,1,1,0,,0.96,0.77,266
217,2,1,1,1,0,,0.96,0.77,266
580,2,1,,1,6,90,0.8,0,1
760,2,1,1,1,2,100,0,,1
300,2,1,1,1,1,80,0.96,0.77,266
1124,4,1.5,2,2,1,100,1,,2
750,4,1,1,1,9,98,1,0,1
1000,1,1,1,1,0,,,,1
429,2,1,1,1,1,100,0,,1
550,3,1,2,2,19,94,0.67,0.55,2
190,1,1,1,1,2,70,0.96,0.77,266
300,2,1,1,1,0,,0.96,0.77,266
200,1,1,1,1,2,40,0.96,0.77,266
776,4,1.5,,1,164,95,1,0.95,5
750,1,1,1,1,1,80,,,1
778,2,1,1,1,1,80,1,0.47,3
450,2,1,,2,34,89,0.9,0.76,2
913,4,1,1,2,13,93,0.82,0.84,8
1024,2,1,,2,26,94,1,1,1
1100,4,1,2,2,9,89,0,,0
181,1,1,1,1,0,,0.96,0.77,266
750,2,1,,1,177,95,0.92,0.98,5
145,2,1,1,1,2,80,0.96,0.77,266
647,3,1,,2,89,90,1,0.85,4
775,2,1,1,1,118,90,1,0.93,4
1938,2,1,1,1,20,94,1,,1
1157,2,1,1,1,59,98,1,0.64,2
550,2,1,1,1,24,99,1,0,1
480,2,1,1,1,2,90,0.96,0.77,266
234,1,1,1,1,1,100,0.96,0.77,266
891,2,1,,1,1,,1,,2
720,3,1,2,2,28,94,0.57,0.33,2
900,3,1,1,1,7,100,,,1
772,6,1,2,3,210,93,0.97,1,12
1700,4,1,2,3,60,95,0.9,1,2
2574,2,1.5,1,1,14,93,0,,0
690,6,1,2,3,272,89,0.97,1,12
1379,3,2,2,2,21,83,1,0.56,2
594,3,1,,1,3,93,0.98,0.73,101
750,2,1,1,1,14,96,,0,1
403,3,1,,2,229,89,0.97,1,12
1500,5,2,3,4,21,100,,1,1
1200,3,1,1,2,36,92,,,10
850,3,1,1,2,0,,0,0,2
245,1,1,1,1,1,,0.96,0.77,266
1200,2,1,2,2,51,96,1,0.91,2
360,2,1,,1,35,91,0.94,0.82,9
600,1,1,1,1,66,96,,,1
230,1,1,1,1,0,,0.96,0.77,266
250,1,1,1,0,0,,1,1,19
660,3,1,,1,8,94,0.98,0.73,101
1124,4,1,2,2,0,,1,,2
285,2,1,1,0,3,100,0,,1
888,4,1,2,2,232,87,,1,2
2490,1,1,1,1,0,,,,1
225,2,1,1,1,0,,0.96,0.77,266
1163,2,1,1,1,1,100,1,,2
197,2,1,1,1,1,100,0.96,0.77,266
776,1,,1,1,0,,0.96,0.77,266
3200,3,1,1,1,37,98,0.7,0.81,2
400,1,1,1,1,17,88,1,,1
1557,4,1,2,2,61,93,1,0.64,2
217,1,1,1,1,0,,0.96,0.77,266
690,6,1,2,3,223,86,0.97,1,12
3500,6,2,3,4,12,98,1,0,1
267,1,1,1,1,0,,0.96,0.77,266
1725,2,1,,1,140,98,1,1,1
428,1,1,1,1,34,99,0.89,1,1
1772,2,1,2,3,47,92,1,0.6,4
243,2,1,1,2,319,92,0.9,0.97,2
455,2,1,1,1,389,93,1,1,1
612,6,1,2,3,231,86,0.97,1,12
247,1,1,1,1,2,70,0.96,0.77,266
7750,2,1,1,1,7,88,,,0
2857,6,1,2,3,132,89,0,1,5
1200,6,1,2,0,0,,1,0.67,23
319,2,1,1,1,0,,1,0.5,3
120,10,3,10,10,1,80,0.4,1,19
120,10,3,1,10,1,80,0.4,1,19
1600,4,2,3,3,2,100,1,1,3
330,2,1,1,1,5,80,0,0.5,0
1000,2,1,1,1,0,,,,1
200,2,1,1,1,0,,1,0.8,369
200,2,1,1,,0,,0.96,0.77,266
691,2,1,1,1,0,,1,,2
220,2,1,,1,0,,0.95,0.77,230
360,4,4,4,4,0,,0.5,0.5,4
549,2,1,1,0,0,,1,0.33,2
200,1,1,1,1,0,,1,0.8,369
120,10,3,10,10,2,100,0.4,1,19
480,1,1,,1,0,,1,0.33,239
184,2,1,,1,0,,1,0.8,369
1200,6,1,2,3,0,,1,0.67,23
880,2,1,1,1,0,,1,1,4
867,2,1,1,1,0,,1,1,4
987,2,1,1,1,0,,1,1,4
245,2,1,,1,0,,0.95,0.77,230
1200,6,1,2,3,4,100,1,0.67,23
299,1,1,1,1,0,,1,,6
380,1,1,,1,3,53,,1,1
158,1,2,1,1,0,,0.96,0.77,266
120,10,3,10,10,1,100,0.4,1,19
841,6,1.5,2,3,0,,1,,1
380,2,1,1,1,3,60,0,0.5,0
650,2,1.5,1,2,0,,1,,1
110,2,1,1,,0,,1,0.8,369
630,2,1,1,1,0,,0.5,,4
260,1,1,1,1,0,,0.96,0.77,266
1200,5,1,2,3,1,100,1,0.67,23
130,4,1,1,4,80,97,1,0.83,1
120,5,1,1,2,25,94,,,1
350,2,1,,,0,,,,1
101,1,1,1,1,0,,0.95,0.77,230
274,2,1,,1,0,,0.95,0.69,386
300,2,1,,1,0,,1,0.8,369
180,1,1,1,1,2,90,0,,27
1000,6,1,2,0,0,,1,0.67,23
400,2,1,1,1,5,100,0.8,1,2
522,4,1,2,3,9,98,1,0.9,1
1800,6,1,2,3,1,,0,,1
400,2,1,1,1,87,97,1,1,1
1737,1,1,1,1,0,,,,1
130,1,1,1,1,0,,0,,1
500,2,1.5,,0,0,,0.47,0.83,6
1200,5,1,3,3,0,,1,,6
818,2,1,,1,4,95,1,0.89,14
400,2,1.5,1,1,0,,1,1,2
267,2,2,,1,0,,0.95,0.69,386
280,2,1,1,1,0,,1,0.8,369
300,2,1,1,1,5,100,0.67,1,1
700,2,1,,1,15,99,1,0.99,14
15000,4,1,1,3,0,,1,1,0
300,2,1,1,1,1,60,0.25,1,5
780,2,1,1,1,0,,1,,2
511,2,1,1,1,0,,1,0.35,225
173,1,1,1,1,0,,1,0.8,369
149,1,1,1,1,0,,0.95,0.77,230
1149,6,1,2,3,36,98,0.9,0.93,1
248,2,1,,1,0,,0.95,0.77,230
570,2,1,,1,0,,0,,0
245,2,1,,1,0,,0.95,0.77,230
2186,8,2,3,4,43,98,0.91,0.96,2
700,3,1,,1,5,96,0.8,0.67,3
250,1,1,,,2,80,1,1,4
450,2,1,1,1,8,95,1,0.56,1
255,2,0,1,1,0,,0.95,0.77,230
200,1,1,,1,0,,1,0.8,369
300,2,1,1,1,1,60,0.25,1,5
274,2,1,,1,0,,0.95,0.69,386
252,1,1,1,1,8,94,1,0.91,2
400,1,1,,1,0,,1,0.33,239
390,2,1.5,,0,0,,,,5
380,2,1,1,1,1,,1,,1
580,1,1,1,1,8,83,0.5,,4
310,2,1,,1,1,,1,0.8,369
295,2,1,1,1,0,,1,0.8,369
580,1,1,1,1,0,,0.5,,4
396,2,1,1,1,0,,1,,4
300,2,1,1,0,1,60,0.25,1,5
1443,11,6,3,4,1,100,1,0.99,10
191,1,1,1,1,0,,0.96,0.77,266
1000,6,1,2,0,6,100,1,0.67,23
101,1,1,1,1,0,,1,0.8,369
1200,5,1,2,3,2,100,1,0.67,23
230,2,1,1,1,0,,1,0.8,369
300,2,1,1,1,0,,0.25,1,5
784,2,1,,1,8,97,1,0.89,14
290,1,1,,1,0,,0.95,0.69,386
274,1,1,,1,0,,0.95,0.69,386
247,2,1,1,1,0,,0.95,0.77,230
490,2,1,1,1,21,97,,,1
288,1,1,1,1,0,,1,0.5,3
400,2,1,1,1,0,,,,2
191,1,1,1,1,0,,1,0.8,369
371,2,1,1,2,2,90,,,12
209,1,2,1,1,0,,0.95,0.77,230
960,11,3,10,11,0,,0.4,1,19
380,1,1,1,1,0,,,,1
380,2,1,1,1,15,98,,,1
450,4,1,2,2,55,97,0.6,0.85,2
230,1,1,1,1,11,96,0.7,0.63,2
780,2,1,1,1,1,100,,1,1
250,7,5,5,5,5,100,0.5,0.5,4
150,1,3,1,10,0,,0.4,1,19
120,1,3,3,10,0,,0.4,1,19
5000,6,3,4,4,2,100,1,0.86,1
245,2,1,,2,1,60,1,0.67,0
280,1,1,1,1,2,50,0,,27
280,1,1,1,1,8,80,0,,27
280,1,1,1,1,3,67,0,,27
280,2,1,1,1,11,85,1,1,2
250,2,1,1,1,1,100,0.96,0.77,266
283,2,1,1,0,0,,0.96,0.77,266
700,4,1,1,1,1,80,0,,2
300,2,1,1,0,0,,0.96,0.77,266
250,2,1,1,1,0,,1,0.8,369
350,2,1,,0,1,80,0.47,0.83,6
695,3,1,2,2,0,,1,,2
1400,5,1,2,3,7,97,1,0.67,23
200,1,1,1,1,14,93,0.7,0.63,2
274,2,1,,1,0,,1,0.8,369
390,2,1,,1,0,,1,0.6,0
361,2,1,1,1,0,,0,0.5,0
193,2,1,1,1,0,,0.95,0.69,386
1500,5,1,3,3,0,,1,,6
280,1,1,1,1,0,,0.96,0.77,266
880,4,1,,3,4,95,,,3
130,1,1,1,1,0,,0.96,0.77,266
165,1,2,1,1,0,,0.96,0.77,266
139,2,1,1,1,0,,0.95,0.77,230
195,1,2,1,1,0,,0.95,0.69,386
235,1,1,1,1,0,,0.95,0.69,386
280,1,1,1,1,0,,1,0.8,369
400,2,1,1,1,0,,,,2
230,2,1,,1,0,,1,0.8,369
2244,7,2,4,5,25,98,0.91,0.96,2
265,2,1,,1,65,94,0.9,0.94,1
944,2,1.5,1,1,1,80,1,1,4
265,2,1,,1,0,,0.95,0.77,230
280,1,1,2,1,41,96,0.8,0.9,3
1500,2,1,,1,0,,1,0.33,239
2625,3,1,1,1,0,,1,0.33,239
771,2,1,,1,16,96,1,0.99,14
437,1,1,,1,0,,,,1
280,1,1.5,2,1,3,100,0.6,1,2
1300,4,1,,1,0,,1,,6
800,2,1,,1,9,100,1,0.99,14
393,2,1,1,1,10,89,1,1,1
700,3,1,,1,10,90,0.8,0.67,3
600,2,1,1,1,80,97,0.8,0.9,3
179,2,1,1,1,0,,0.95,0.77,230
290,2,1,1,1,2,60,1,0.5,3
210,1,1,,1,0,,1,0.8,369
140,1,2,,1,0,,0.96,0.77,266
388,1,1,1,1,0,,,0,1
150,1,1,1,1,0,,0.96,0.77,266
700,2,1,1,1,1,100,1,0.5,3
550,2,1,,1,12,100,1,0.99,14
145,2,1,1,1,0,,0.95,0.77,230
750,2,1,,1,5,100,1,0.99,14
750,4,1,1,2,100,89,1,0.67,1
156,1,1,1,1,0,,0.95,0.69,386
350,1,1,1,1,10,96,0,,3
247,2,1,1,1,17,84,0.57,0.67,4
900,2,0,,0,0,,1,0.67,23
400,2,1,,1,0,,1,0.33,239
350,2,1,1,2,7,97,0,,27
350,2,1,1,2,4,75,0,,27
350,2,1,1,2,7,94,0,,27
500,6,1.5,,1,8,83,1,1,1
771,2,1,,1,23,98,1,0.99,14
180,1,1,1,1,11,84,0,,27
350,2,1,1,1,5,88,0,,27
1040,4,1,2,3,5,95,,,1
750,2,1,,1,7,100,1,0.99,14
118,2,1,1,1,0,,0.95,0.77,230
158,2,1,1,1,0,,0.95,0.77,230
85,3,1,1,2,1,100,0.88,0.83,1
115,1,1,1,1,0,,0.95,0.77,230
230,2,1,1,1,0,,0.96,0.77,266
980,5,1,3,3,1,,1,,6
1037,2,1,,,0,,,,5
788,2,1,1,1,1,100,0,,3
296,2,1,,1,0,,1,0.8,369
380,2,1,1,1,0,,1,1,4
291,2,1,1,1,71,98,1,,1
267,1,1,1,1,1,100,0.96,0.77,266
284,2,1,,1,0,,1,0.8,369
217,2,1,1,1,0,,1,0.8,369
480,2,1,1,1,32,98,0.8,1,2
229,2,1,1,1,0,,0.95,0.77,230
147,1,1,1,1,1,40,0.96,0.77,266
636,2,1,,1,8,100,1,0.99,14
1400,6,1,2,3,1,100,1,0.67,23
1000,2,1,,1,3,100,1,0.67,23
781,3,1,1,1,26,94,1,0.99,10
1200,6,1,2,3,0,,1,0.67,23
771,2,1,,1,20,98,1,0.99,14
650,2,1,1,1,36,99,,0.5,1
305,1,1,1,1,6,100,0.5,0,1
320,2,1,1,1,4,90,0,0.5,0
650,2,1,,1,13,97,1,0.99,14
140,1,1,1,1,0,,1,0.8,369
300,1,1,1,2,1,100,0.9,1,4
193,1,,1,,0,,0.96,0.77,266
185,1,1,1,1,0,,0.96,0.77,266
420,1,1,,1,0,,1,0.8,369
818,2,1,,1,7,97,1,0.89,14
893,2,1,1,1,0,,1,1,4
350,1,1,1,1,1,100,1,0.5,3
1071,2,1,1,1,1,80,1,1,4
380,2,1,,1,101,85,,0,8
612,3,1,1,2,1,100,1,1,1
289,1,1,1,1,1,80,0.96,0.77,266
773,2,1,1,1,0,,1,1,4
1866,5,2,1,5,0,,0.5,0.95,36
160,1,1,1,1,0,,0.96,0.77,266
150,1,1,1,1,0,,0.96,0.77,266
1113,3,1,,3,0,,1,1,11
379,2,1,1,1,0,,1,1,1
150,1,1,1,1,0,,0.96,0.77,266
353,1,1,1,1,15,94,1,1,2
787,2,1,1,1,0,,1,1,4
160,2,1,1,1,39,90,1,1,0
580,4,1,1,4,0,,0,,2
700,2,1,,1,11,100,1,0.99,14
300,2,1,2,,0,,0,,1
266,4,1,1,1,0,,0.95,0.69,386
293,2,1,,1,0,,1,0.8,369
2800,6,2.5,2,3,65,97,1,1,1
133,2,1,1,1,0,,1,0.8,369
280,1,0,1,1,0,,0.6,1,2
250,2,1,,1,3,70,0.5,0.5,4
550,2,1,,1,9,96,1,0.99,14
913,3,1,,3,19,93,1,1,11
921,2,1,1,1,2,100,1,0.89,14
208,2,1,1,1,0,,1,0.8,369
1200,4,1,2,2,0,,0,,2
750,2,1,,1,3,100,1,0.99,14
1400,4,1,2,2,0,,,,1
299,1,1,1,1,0,,,,0
2800,4,1,2,2,5,96,1,1,1
226,2,1,1,1,3,87,1,0.91,7
600,1,1,1,1,3,100,,,1
409,1,1,1,1,57,99,1,1,1
600,7,1,2,5,0,,1,,1
280,1,1,1,1,4,80,0,,27
750,2,1,,1,5,100,1,0.99,14
270,2,1,1,1,0,,0,1,0
130,2,1,1,1,2,80,1,0.91,7
249,2,1,1,1,1,100,1,0.91,7
1000,4,1,3,3,0,,0.5,,4
300,3,1,1,1,11,80,,,2
155,1,1,1,1,0,,0.95,0.77,230
187,2,2,1,1,0,,0.95,0.69,386
322,2,1,,1,0,,1,1,4
850,4,1,2,2,1,,0.13,0,19
423,2,1,,1,10,76,0.98,0.83,29
994,4,1,2,2,41,91,0.78,0.64,2
393,2,1,,1,3,87,0.98,0.83,29
1950,4,1,1,0,17,94,0.57,0.36,1
855,2,1,1,1,28,95,1,0.55,3
919,6,1,,3,126,91,0.96,1,6
523,4,1,1,2,163,94,1,1,2
680,6,1,1,2,88,91,1,1,2
393,2,1,,1,2,80,0.98,0.83,29
478,3,1,,1,127,93,0.75,0.65,1
950,3,1,1,1,160,98,1,1,2
820,4,1,2,2,0,,0.33,0,10
850,4,1,2,2,0,,0.33,0,10
879,2,1,1,1,65,96,1,0.56,1
755,2,1,1,1,11,93,1,0.55,3
437,2,1,1,1,26,84,1,0.98,14
423,2,1,,1,6,67,0.98,0.83,29
1457,13,1,3,7,16,85,0.88,0.88,3
876,2,1,1,2,117,94,1,0.99,1
334,3,1,1,1,0,,0.8,0.63,3
333,2,1.5,1,0,1,100,,,1
1055,2,1,1,1,11,95,1,0.55,3
824,8,1,,3,57,84,0.98,0.83,29
504,2,1,,1,83,83,0.98,0.83,29
886,4,1,1,2,86,97,1,0.96,1
610,4,1,1,3,812,96,0.96,1,6
571,5,1,,2,113,94,0.75,0.94,6
726,4,2,2,4,3,53,1,0.99,6
1200,4,1,2,5,17,96,0.9,0.54,1
350,1,1,1,1,1,20,0.44,1,3
1600,4,2,2,3,0,,1,0.6,1
820,4,1,2,3,1,,0.33,0,10
460,2,1,,1,94,87,0.98,0.83,29
837,4,1,2,2,11,78,0.78,0.64,2
564,3,1,,2,76,93,,1,1
850,4,1,2,2,1,,0.33,0,10
350,3,1,,1,0,,1,0.25,14
550,5,1,2,3,2,80,1,0.89,0
707,4,1,1,1,74,93,0.9,1,1
400,1,1,1,1,5,100,0.8,0.43,1
3929,4,1.5,2,2,36,96,0.93,0.83,1
850,4,1,2,2,1,80,0.13,0,19
1286,6,1,2,3,28,92,0.88,0.88,3
441,2,1,1,2,98,98,,,2
441,2,1,1,2,37,98,,,2
1029,6,1,2,3,108,85,1,0.95,11
1314,8,1,2,4,22,94,0.9,0.96,2
120,4,0,,1,0,,1,1,2
387,2,1,,1,16,83,1,0.95,11
795,3,1,2,2,6,100,,1,1
980,3,1,,2,146,98,1,0.98,1
1300,4,1,2,2,8,98,1,0.5,1
1086,4,1,1,1,13,100,1,0.85,1
1216,4,1,2,3,70,95,1,1,1
221,2,1,1,1,20,92,1,0.5,1
850,4,2,2,2,0,,0.13,0,19
850,4,1,2,2,0,,0.13,0,19
1050,6,2,3,3,0,,0.13,0,19
280,6,1,1,4,66,94,1,1,1
590,4,1,1,1,154,93,1,0.95,1
200,1,1,1,1,0,,0.5,,1
747,1,1,1,1,7,100,,1,3
450,1,1,1,1,1,,1,1,2
1323,6,1,1,2,29,97,1,0.64,6
1800,5,2,3,3,11,100,1,1,0
1100,5,2.5,3,5,3,100,1,0.5,1
490,1,1,1,1,0,,,1,2
1500,6,1,2,1,7,90,,,1
683,6,1,1,3,107,95,1,1,2
1693,10,1,4,5,12,83,1,0.92,4
290,3,0,,0,72,89,1,0.99,2
643,3,1,1,2,16,89,1,0.97,6
391,8,1,3,4,7,100,0.88,0.88,3
750,2,1,1,1,0,,0.13,0,19
523,4,1,1,2,130,95,1,1,2
1486,8,1,3,4,38,86,0.88,0.88,3
581,3,1,2,2,154,98,1,1,1
486,2,1,1,1,7,94,1,0.67,2
850,4,1,2,1,0,,0.13,0,19
820,4,1,2,2,0,,0.33,0,10
407,2,1,1,1,240,97,1,0.98,1
550,3,1,,1,129,98,1,1,5
637,6,1,2,3,34,85,0.98,0.83,29
393,2,1,,1,33,81,0.98,0.83,29
1060,5,1,2,3,1,100,1,0.92,4
374,2,1,,1,124,90,0.96,1,6
1200,4,1,2,3,17,94,1,0.6,1
500,3,1,2,2,15,93,,,1
850,4,1,2,3,2,100,0.33,0,10
412,2,1,1,1,22,95,1,0.98,2
1550,6,1,2,4,27,96,1,1,2
475,2,1,1,2,41,94,1,1,3
