price,accommodates,bathrooms,bedrooms,beds,reviews,review_scores,host_response_rate,host_acceptance_rate,host_total_listings
300,2,1,1,1,0,,0.98,0.56,0
300,2,1,1,1,0,,0.98,0.56,0
197,1,1,1,1,0,,0.96,0.77,266
350,2,1,1,,0,,0.47,0.83,6
320,2,1,1,1,0,,0.98,0.56,0
320,2,1,1,1,0,,0.98,0.56,0
788,8,1,4,0,0,,0.88,0.51,0
338,2,1,1,1,3,80,0.88,0.51,0
335,2,1,1,1,0,,0.98,0.56,0
180,2,3,1,1,0,,0.9,0.85,28
350,2,1,1,1,0,,0.98,0.56,0
367,2,1,1,1,0,,0.98,0.56,0
310,2,1,1,1,0,,0.98,0.56,0
262,16,2,,1,0,,1,1,1
430,2,1,1,1,0,,0.98,0.56,0
1060,2,1,,1,0,,1,0.35,225
459,2,1,1,,0,,1,0.8,0
350,2,1,1,1,0,,0.98,0.56,0
483,6,1,2,3,124,95,0.93,0.92,4
308,16,1,,1,0,,1,1,1
600,1,1,1,1,1,100,1,0.67,2
1657,7,2,3,5,138,94,1,0.2,3
195,2,1,1,,0,,1,1,18
800,3,1.5,2,1,0,,1,,0
295,2,1,,1,0,,0.75,1,9
1400,3,1,3,3,0,,1,0.33,239
370,2,1,1,,0,,0.47,0.83,6
300,2,1,1,2,0,,0.98,0.56,0
280,2,1,1,1,0,,0.98,0.56,0
301,2,1,,1,0,,1,0.98,18
296,2,1,,1,0,,1,0.98,18
290,2,1,1,,0,,0.98,0.56,0
880,2,1,,0,79,94,1,0.47,3
320,2,,1,,0,,0.98,0.56,0
300,3,1,,2,0,,1,0.98,18
1391,8,1,3,4,190,93,0.93,0.92,4
367,2,1,1,1,0,,0.98,0.56,0
433,2,1,1,1,0,,0.98,0.56,0
197,1,1,1,1,0,,0.96,0.77,266
320,2,1,1,1,0,,0.98,0.56,0
699,2,1,1,2,0,,,,0
260,2,1,1,,0,,1,1,18
435,2,1,1,1,0,,0.98,0.56,0
318,2,1,1,1,0,,0.98,0.56,0
318,2,1,1,1,0,,0.98,0.56,0
164,1,1,1,5,0,,0.96,0.77,266
310,2,1,1,1,0,,0.98,0.56,0
350,2,1,1,,0,,0.47,0.83,6
263,1,1,1,1,0,,0.96,0.77,266
270,1,1,,0,2,100,1,0.82,4
817,2,1,,,0,,,,5
1008,4,1,2,3,241,95,1,0.94,1
367,2,1,1,1,0,,0.98,0.56,0
340,2,1,1,1,0,,0.98,0.56,0
300,2,1,1,1,0,,0.98,0.56,0
400,2,1,1,1,0,,0.98,0.56,0
260,1,1,1,1,0,,0.96,0.77,266
3700,4,2.5,2,2,0,,0.33,,3
369,2,1,1,1,0,,1,0.8,0
300,2,1,1,1,0,,0.98,0.56,0
530,2,1,,1,0,,1,0.35,225
230,1,1,1,1,0,,0.96,0.77,266
385,2,1,1,1,0,,0.98,0.56,0
3700,5,3,3,3,1,,0.33,,3
286,2,1,1,1,0,,0.98,0.56,0
444,4,1.5,1,0,17,87,1,1,5
400,2,1,1,1,0,,0.98,0.56,0
320,2,1,1,1,0,,0.98,0.56,0
367,2,1,1,1,0,,0.98,0.56,0
3700,4,2,2,2,0,,0.33,,3
950,3,1,2,3,3,93,0,,1
115,8,3,1,8,36,91,1,1,64
260,1,1,1,1,0,,0.96,0.77,266
200,2,1,1,1,0,,0.98,0.56,0
885,2,1,,0,0,,1,0.33,239
220,2,1,,1,0,,1,0.98,18
700,2,1,,1,0,,1,,2
1657,8,2,3,6,125,96,1,0.2,3
350,2,0,1,2,47,98,1,,7
350,2,0,1,1,10,96,1,,7
261,1,1,,1,0,,1,0.98,18
420,2,1,1,,0,,0.98,0.56,0
215,2,1,1,,1,100,1,1,18
435,2,1,1,,0,,0.98,0.56,0
400,2,1,,,0,,0.47,0.83,6
350,2,1,,,0,,0.47,0.83,6
200,2,1,1,,0,,0.98,0.56,0
368,2,1,2,1,0,,0.98,0.56,0
350,2,1,1,,0,,0.98,0.56,0
200,2,1,1,2,0,,0.98,0.56,0
1000,10,1,3,1,19,95,,,1
219,1,1,1,,0,,1,1,18
190,2,1,1,,0,,1,1,18
398,6,3,3,1,0,,1,,4
250,2,1,1,2,0,,0.98,0.56,0
280,1,1,1,,0,,0.98,0.56,0
115,8,2,1,8,29,87,1,1,64
115,8,2,1,8,8,88,1,1,64
115,8,2,1,8,14,86,1,1,64
115,8,2,1,8,26,90,1,1,64
115,8,3,1,8,19,82,1,1,64
200,2,1,1,,0,,1,1,18
1000,2,1,1,1,0,,1,1,0
335,3,1,1,2,0,,0.98,0.56,0
400,2,1,1,1,0,,0.98,0.56,0
468,2,1,1,,0,,0.98,0.56,0
400,2,1,1,1,88,98,1,1,1
400,2,0,1,2,7,83,1,0.5,6
580,6,1.5,2,2,70,90,0.9,0.97,2
500,2,1,1,1,7,71,1,0.5,6
480,2,1,1,1,0,,0.98,0.56,0
185,2,1,1,2,0,,0.98,0.56,0
150,1,1,1,1,0,,0.9,0.83,5
780,4,1,2,2,0,,0.98,0.56,0
528,2,1,1,1,12,94,,,1
250,2,1,1,,0,,1,1,18
263,2,1,1,1,0,,1,0.8,369
890,2,2,4,1,0,,0.95,0.77,230
549,2,1,,1,93,98,1,0.78,1
550,4,1,2,2,0,,0.7,1,1
1029,3,1.5,2,2,7,100,,,1
268,2,1,1,1,0,,0.95,0.77,230
264,1,1,1,1,1,100,1,1,8
980,3,1,1,2,13,97,,1,1
773,6,1,2,3,45,94,1,1,3
400,2,1,,1,14,97,1,0.89,19
430,2,1,1,1,18,96,1,0.89,19
570,2,1,1,1,13,98,1,0.89,19
2500,4,1,2,2,36,100,0.83,0.63,1
950,3,1,2,2,89,98,1,1,2
1000,6,2,3,4,160,97,,0.94,2
368,2,1,1,,0,,0.98,0.56,0
300,2,1,1,,0,,0.98,0.56,0
720,4,1,2,2,0,,0.98,0.56,0
300,2,1,1,,0,,0.98,0.56,0
368,2,1,1,,0,,0.98,0.56,0
476,3,1,1,1,13,95,0.75,1,1
1388,10,1,3,6,66,90,0.4,1,19
230,1,1,1,,0,,0.98,0.56,0
284,2,1,1,2,0,,0.98,0.56,0
400,2,1,,1,0,,0.98,0.56,0
350,3,1,2,3,0,,0.98,0.56,0
280,2,1,1,,0,,0.98,0.56,0
406,4,1,2,2,0,,1,,0
921,2,1,1,1,0,,1,0.89,14
300,2,1,1,2,0,,0.98,0.56,0
270,2,1,1,2,0,,0.98,0.56,0
270,1,1,1,,0,,0.98,0.56,0
1938,2,1,1,1,0,,,,2
930,2,1,,1,0,,,,2
450,2,1,1,1,0,,0.98,0.56,0
280,2,1,1,,0,,0.98,0.56,0
285,2,1,1,,0,,0.98,0.56,0
400,2,1,1,,0,,0.98,0.56,0
270,2,1,,1,0,,0.98,0.56,0
330,1,1,1,,0,,0.98,0.56,0
115,8,3,1,8,163,89,1,1,64
400,2,1,1,1,0,,0.98,0.56,0
270,2,1,1,,0,,0.98,0.56,0
459,2,1,1,,0,,1,0.8,0
300,2,1,,1,0,,1,0.98,18
440,2,1,1,1,0,,0.98,0.56,0
115,8,2,1,8,25,89,1,1,64
400,2,1,1,1,0,,0.98,0.56,0
267,2,1,1,,0,,0.98,0.56,0
270,2,1,1,,0,,0.98,0.56,0
235,2,1,1,,0,,0.98,0.56,0
368,2,1,1,,0,,0.98,0.56,0
1286,2,1,1,1,32,98,,,1
267,1,1,1,1,0,,0.98,0.56,0
115,8,3,1,8,45,82,1,1,64
459,2,1,1,,0,,1,0.8,0
115,8,3,1,8,28,90,1,1,64
910,4,1,1,1,3,100,0.25,,1
150,7,2,1,7,0,,1,,1
330,2,1,1,,0,,0.98,0.56,0
571,10,1,2,2,100,87,0.7,0.97,16
280,2,1,1,1,0,,0.98,0.56,0
220,1,1,1,1,63,91,1,1,1
280,2,1,1,,0,,0.98,0.56,0
280,2,1,1,1,0,,0.98,0.56,0
280,2,1,1,1,0,,0.98,0.56,0
250,2,1,1,1,0,,0.98,0.56,0
280,2,1,1,1,0,,0.98,0.56,0
350,3,1,1,2,3,80,,,8
855,3,1,3,3,0,,0.77,0.6,7
168,1,1,1,1,0,,0.98,0.56,0
300,2,1,,2,2,90,1,0.98,18
729,4,1,1,1,28,91,1,,1
1500,4,2,4,2,0,,0.7,1,3
682,5,1,1,3,26,98,1,0.86,2
300,2,1,,2,0,,1,0.98,18
7500,2,1,1,1,0,,0.98,0.56,0
270,2,1,1,1,0,,0.98,0.56,0
280,2,1,1,1,0,,0.98,0.56,0
2480,2,1,1,2,0,,,,1
150,2,2,1,1,0,,0.95,0.77,230
500,4,0,1,4,19,96,1,,7
115,8,3,1,8,95,89,1,1,64
300,2,1,1,1,0,,0.98,0.56,0
300,2,1,1,1,0,,0.98,0.56,0
275,2,1,1,1,0,,0.98,0.56,0
330,2,1,1,1,0,,0.98,0.56,0
285,1,1,1,1,0,,0.98,0.56,0
180,1,1,1,1,0,,0.9,0.83,5
420,1,1.5,1,0,5,90,1,0.82,4
370,2,1,1,1,0,,0.98,0.56,0
120,1,2,1,1,14,89,1,1,23
176,2,2,1,1,0,,0.95,0.69,386
180,1,1,1,1,0,,1,0.8,369
400,1,1,1,1,0,,,,1
115,8,2,1,6,12,87,1,1,64
668,2,1,1,1,88,97,1,1,3
500,2,1,,1,0,,,,1
233,2,1,1,1,0,,0.96,0.77,266
496,2,2.5,1,1,16,94,1,1,18
405,1,1,,1,0,,0.83,0.5,6
240,1,1,,1,0,,1,0.8,369
1500,10,3,3,5,97,96,,0.94,2
2300,2,1,1,1,1,100,1,0.83,12
818,2,1,,1,5,92,1,0.89,14
275,1,1,,0,0,,0.96,0.77,266
1976,7,3,3,4,25,92,1,1,18
438,2,1,1,2,8,98,1,1,4
465,1,1,1,1,1,80,1,0.33,239
338,2,,1,1,31,95,1,1,4
888,3,3,3,1,0,,0.77,0.6,7
215,1,1,,1,0,,0.95,0.77,230
784,2,1,,1,4,95,1,0.89,14
250,1,1,1,4,11,98,,,2
180,1,1,1,1,0,,0.96,0.77,266
306,1,1,1,1,0,,0.95,0.77,230
636,2,2.5,1,1,14,91,1,1,18
233,1,1,1,1,0,,1,0.8,369
83,2,2,1,1,0,,0.96,0.77,266
535,2,1,,1,0,,1,0.33,239
167,1,2,6,1,0,,1,0.8,369
784,2,1,,1,8,100,1,0.89,14
243,2,1,1,0,0,,0.96,0.77,266
273,1,1,1,1,0,,0.95,0.77,230
273,2,1,1,1,0,,0.95,0.77,230
250,1,1,1,1,0,,1,0.8,369
300,1,2,1,1,17,95,1,1,1
320,2,1,1,1,0,,0.96,0.77,266
190,1,1,1,1,0,,,,8
200,1,1,1,1,0,,1,1,18
83,2,2,1,1,0,,0.96,0.77,266
464,2,1,1,1,3,40,1,1,8
636,2,2.5,1,1,21,91,1,1,18
110,1,1,,1,0,,1,0.8,369
420,1,1,,1,0,,1,0.35,225
580,1,1,1,,0,,,,0
350,2,1,,1,0,,1,0.35,225
325,1,1,,1,0,,0.83,0.5,6
877,3,1,1,1,1,100,0.83,0.5,6
744,2,1,1,1,5,100,1,1,18
1200,3,1,1,1,1,100,1,0.67,23
1163,4,1,2,3,154,93,1,1,2
1450,4,1,1,3,2,100,1,,2
818,2,1,,1,2,100,1,0.89,14
420,2,1,,1,18,90,0.75,1,2
835,3,1,1,1,0,,0.83,0.5,6
300,1,1.5,1,1,5,84,1,1,23
713,3,2.5,1,2,4,95,1,1,18
713,2,1,1,1,7,94,1,1,18
233,2,1,1,1,0,,0.96,0.77,266
717,6,1,4,4,0,,1,0.8,369
234,1,1,1,1,0,,1,0.8,369
233,2,1,1,1,0,,0.95,0.77,230
235,2,1,1,1,0,,0.95,0.69,386
267,2,1,1,1,0,,1,0.8,369
300,3,1,1,2,0,,1,,4
300,2,1,1,1,0,,0,0,1
250,2,1,1,1,0,,,,8
400,1,1,,1,0,,0.83,0.5,6
294,2,1,1,1,0,,1,0.8,369
195,2,1,1,1,0,,0.95,0.77,230
267,2,1,1,1,0,,1,0.8,369
370,1,1,1,0,14,93,,1,1
300,2,1.5,1,1,0,,1,1,37
435,5,1,3,3,0,,1,0.8,369
273,2,2,1,1,0,,0.95,0.77,230
283,2,2,1,1,0,,0.96,0.77,266
270,2,1,1,1,0,,1,0.8,369
184,1,1,1,1,0,,1,0.8,369
429,2,1,1,1,6,96,0,,2
1560,2,1,1,1,2,100,1,0.83,12
654,4,1,2,3,77,95,1,1,3
104,1,1,1,1,1,100,1,0.8,369
184,1,1,1,1,0,,1,0.8,369
590,1,1,1,1,0,,1,,1
500,2,1,1,1,12,97,1,0.99,3
680,2,1,,1,0,,1,0.33,239
887,2,1,,1,3,100,1,0.89,14
348,2,1,,1,0,,,,2
2200,2,1,1,1,7,97,1,0.83,12
545,1,1,,1,1,100,1,0.35,225
1000,4,1.5,3,4,7,97,0.4,1,19
887,2,1,,1,2,100,1,0.89,14
250,2,1,1,1,0,,1,0.8,369
117,1,1,1,1,0,,1,0.8,369
240,2,1,,1,0,,1,0.8,369
500,3,,1,2,11,96,1,1,4
1357,8,3,3,3,48,98,1,1,1
300,2,1,,1,0,,,1,0
150,1,3,1,1,0,,,1,3
284,2,1,1,1,0,,1,0.8,369
216,1,1,1,1,0,,1,0.8,369
564,3,1,1,2,9,82,,,1
766,2,1,1,1,0,,1,0.33,239
706,2,1,,1,123,94,1,1,3
273,2,1,1,1,0,,0.96,0.77,266
257,1,1,1,1,0,,1,0.8,369
230,2,1,1,0,0,,0.95,0.69,386
153,1,1,1,0,0,,1,0.8,369
2500,6,3,3,4,2,100,1,,0
1000,4,1,1,2,2,100,,,1
216,1,1,1,1,0,,1,0.8,369
220,1,1,1,0,0,,0.95,0.69,386
220,2,1,1,2,0,,,,8
274,2,1,1,1,0,,1,0.8,369
226,1,1,1,1,0,,0.95,0.77,230
210,2,1,1,1,0,,0.95,0.77,230
238,2,1,1,1,0,,0.95,0.77,230
350,2,2,1,1,0,,0.88,0.51,0
499,2,1,1,1,0,,,,2
270,1,1,1,1,0,,1,0.5,3
298,2,1,,1,0,,1,1,5
267,2,1,,1,0,,1,0.8,369
287,1,1,1,1,0,,1,0.8,369
184,1,1,1,1,0,,1,0.8,369
188,1,1,1,1,0,,0.96,0.77,266
283,2,1,1,1,0,,0.95,0.77,230
450,1,1.5,1,0,7,93,1,,1
276,3,2,1,2,7,86,1,1,64
111,8,2,1,6,11,87,1,1,64
217,1,1,1,1,0,,1,0.8,369
210,2,2,1,2,6,83,1,1,64
205,2,1,1,1,32,89,1,1,64
120,1,2,1,1,7,91,1,1,23
210,1,2,1,1,16,84,1,1,23
932,3,1,1,1,8,97,,,1
250,2,1,,1,0,,1,0.98,18
2100,10,2,1,2,0,,,,2
120,1,2,1,1,8,98,1,1,23
283,2,1,,1,0,,0.96,0.77,266
784,2,1,,1,5,100,1,0.89,14
800,4,1,2,2,10,94,1,0.86,1
494,2,1,,1,6,100,1,0.5,1
200,1,1,1,1,0,,1,0.8,369
215,1,1,1,1,0,,1,0.8,369
1150,1,1,1,1,0,,0.83,,9
250,1,1,1,1,0,,1,0.8,369
1000,3,1,2,2,0,,1,0.33,239
260,1,1,1,1,0,,1,0.8,369
390,2,1,1,1,0,,1,1,37
250,1,1,1,1,0,,0.96,0.77,266
568,8,1,3,3,0,,0.7,0.97,16
875,1,1,,1,0,,0.83,,9
228,2,1,1,1,0,,0.95,0.77,230
348,2,1.5,1,1,0,,0,,4
233,2,1,1,1,0,,1,0.8,369
800,5,1,2,2,1,100,0.7,1,1
306,2,1,1,1,0,,1,0.8,369
800,2,1,,0,1,80,1,0.67,23
226,2,1,1,1,0,,1,0.8,369
1899,7,3,3,4,23,91,1,1,18
850,2,1,,1,0,,1,0.33,239
1300,3,1,1,1,1,100,0.83,0.5,6
197,1,1,1,1,0,,0.96,0.77,266
580,3,1.5,1,0,0,,0,,4
280,2,1,1,1,2,100,1,1,37
388,2,1,,1,69,83,0.8,1,6
245,2,1,1,1,0,,1,0.8,369
1493,8,1,4,5,5,96,,,1
137,2,1,1,1,0,,1,0.8,369
690,1,1,1,1,1,,,,1
293,2,1,1,1,0,,0.96,0.77,266
174,1,2,1,1,0,,1,0.8,369
216,1,1,1,1,0,,0.96,0.77,266
1000,2,2,2,2,0,,0.6,1,2
400,2,1,1,1,6,96,0,,2
300,1,1,1,1,0,,0,,2
1299,3,1,1,1,60,96,0.83,0,0
299,1,1,1,1,0,,0,,2
217,1,1,1,1,4,95,0.8,0.5,1
200,1,2,1,1,0,,1,0.8,369
167,1,1,,1,0,,0.95,0.77,230
650,4,1,2,2,0,,1,0.8,369
180,6,3,1,1,1,100,,1,3
160,1,1,1,1,0,,0.5,0.95,36
380,16,6,9,16,48,95,1,,7
236,1,1,1,0,0,,0.96,0.77,266
289,2,1,,1,0,,1,0.98,18
226,1,1,1,1,0,,0.96,0.77,266
184,1,1,1,1,27,90,1,1,64
500,2,1,1,1,49,97,1,0.99,3
311,2,1,,1,42,97,0.88,1,3
121,6,2,1,4,5,88,1,1,64
250,2,1,1,0,0,,0.96,0.77,266
215,2,1,1,1,0,,0.96,0.77,266
550,2,1,1,1,1,80,0,0,13
298,1,1.5,1,1,0,,1,1,2
338,1,1,1,1,1,100,,0.67,1
390,2,1,1,,0,,0.11,,0
622,2,1,,1,0,,,,1
300,1,1,1,1,158,99,,1,1
167,1,1,1,2,1,80,0.96,0.77,266
505,1,1,1,1,0,,,,1
650,3,1,2,2,23,94,1,1,2
79,1,0,1,0,0,,0.5,,1
1280,4,1.5,2,3,13,96,1,0.95,5
329,3,1.5,1,1,141,91,0.8,0.4,9
280,2,3,1,1,37,91,1,0.92,7
428,4,1,,2,1,100,0.93,0.94,81
280,2,1,1,2,0,,0.9,0.85,28
298,16,7,7,1,0,,0.8,,0
265,3,1,,2,1,100,0.93,0.94,81
289,2,1,,1,2,80,1,1,5
1314,1,1,,1,0,,0.93,0.94,81
316,2,2,1,0,0,,0.96,0.77,266
350,16,1,1,1,0,,0,1,7
283,2,1.5,1,2,0,,1,0.92,29
315,3,1,1,2,0,,1,0.92,29
200,2,1,1,1,0,,,,1
299,16,8,1,1,0,,0,1,7
339,2,,,,0,,1,0.9,6
880,4,1.5,1,1,0,,,,1
236,1,2.5,1,1,147,92,1,0.92,7
1900,12,2,3,7,43,98,1,1,1
276,2,1,,1,0,,1,0.8,369
310,2,1.5,,1,0,,1,1,5
329,3,1.5,1,1,107,89,0.8,0.4,9
250,3,1,1,3,0,,,,0
428,3,1,1,2,0,,0.93,0.94,81
370,2,1,,1,13,89,1,0.99,6
250,4,1,1,3,0,,,,0
264,2,1,1,2,0,,0.9,0.85,28
280,3,1,1,2,0,,1,0.92,29
110,1,,1,1,0,,0.9,0.85,28
800,2,1.5,1,1,0,,,,2
307,2,1,,1,0,,0.93,0.94,81
157,2,0,1,0,0,,0.95,0.69,386
266,2,1,,1,0,,0.95,0.69,386
2257,12,4,4,6,7,68,,,1
83,1,2,1,1,0,,0.96,0.77,266
232,2,1,,2,2,100,0.93,0.94,81
338,1,1,,1,0,,0.93,0.94,81
83,1,2,1,1,0,,0.96,0.77,266
364,3,1.5,1,1,152,88,0.8,0.4,9
260,1,1,1,2,0,,1,1,5
329,2,1,,1,0,,1,1,5
280,1,1,1,1,0,,0.5,0.17,7
364,1,1,,1,2,80,0.93,0.94,81
400,2,1,,1,1,100,0.7,1,3
250,2,1,,1,1,100,1,0.88,2
380,3,1,1,2,0,,,1,3
117,2,1,1,1,1,100,0.95,0.77,230
120,1,1.5,1,1,0,,0.9,0.85,28
204,2,1,1,1,0,,0.93,0.94,81
100,2,1,1,1,0,,0.95,0.77,230
83,1,2,1,1,0,,0.96,0.77,266
770,2,1,,1,0,,1,0.35,225
298,2,1,1,2,0,,0.93,0.94,81
326,2,1,,1,13,85,0.99,1,43
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,2,1,100,0.96,1,29
564,2,1,1,2,3,80,,,1
400,5,1.5,1,5,0,,1,0.92,7
300,3,1,,1,3,,1,1,16
594,2,1,,1,0,,0.25,1,1
132,1,1,,1,2,90,0.93,0.94,81
299,2,1,,1,0,,0.93,0.94,81
700,2,8,8,8,0,,,,0
229,1,1,,1,1,100,0.99,1,43
303,4,1,,2,1,100,0.93,0.94,81
328,2,1,,1,0,,0.93,0.94,81
398,4,1,1,2,1,,0.93,0.94,81
300,2,1,1,1,0,,0.96,0.77,266
281,2,1,,1,0,,0.9,0.95,2
223,2,1,1,1,0,,0.96,0.77,266
350,2,1,,1,1,100,1,0.93,30
318,1,2,1,1,0,,0.94,0.91,16
320,1,1,1,1,0,,1,1,0
320,1,1,1,1,0,,1,1,0
330,2,1,1,1,0,,0.43,0,6
330,2,1,1,1,0,,0,,2
338,3,1,,2,0,,0.93,0.94,81
240,1,2.5,1,4,1,100,0.9,0.39,23
120,1,,1,1,1,100,0.9,0.85,28
270,2,1,1,2,1,100,1,1,11
350,1,1,1,1,0,,,1,10
308,3,1,1,2,3,93,,1,7
270,2,1,1,2,0,,1,1,11
261,2,1,1,1,198,90,1,0.91,4
580,4,1,1,2,0,,1,1,0
200,1,1.5,1,4,0,,,1,2
400,2,1,1,1,43,90,0,,9
270,2,1,1,2,0,,1,1,11
299,2,1,,2,0,,0.93,0.94,81
349,2,1.5,1,1,30,85,0.8,0.4,9
486,4,1,,2,0,,0.99,1,43
105,1,1,1,1,0,,0.95,0.69,386
250,1,1,3,1,0,,0,,1
496,1,1,,1,4,100,0.93,0.94,81
600,3,1.5,1,3,0,,,1,10
550,2,1,1,2,0,,,1,10
600,2,1,,1,0,,1,0.35,225
380,2,1.5,1,1,0,,,1,10
197,1,1,1,0,0,,0.96,0.77,266
631,2,1,1,1,0,,1,0.35,225
350,1,1,1,1,0,,0.5,0.17,7
380,3,1.5,1,0,0,,0.5,0.17,7
380,3,1,1,2,0,,0.5,0.17,7
360,2,1,1,,0,,0.5,0.17,7
380,3,1,1,2,0,,0.5,0.17,7
350,2,1,1,,0,,0.5,0.17,7
350,1,1,1,1,0,,,1,10
321,2,1,,1,2,70,0.99,1,43
250,1,1,1,1,1,100,1,,1
300,1,1,1,1,0,,0.9,0.92,5
580,4,1,1,2,0,,1,1,0
270,2,1,1,2,0,,1,1,11
379,4,1,,2,2,100,0.99,1,43
270,2,1,1,2,2,90,1,1,11
84,1,1.5,1,1,0,,0.95,0.77,230
926,4,1,2,3,0,,0.96,1,29
84,1,1.5,1,0,0,,0.95,0.77,230
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
230,1,1,1,1,0,,,,0
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,2,0,,0.96,1,29
90,1,8,1,1,1,100,1,1,16
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,1,100,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
328,2,1,,2,0,,0.93,0.94,81
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
328,2,1,,2,1,100,0.93,0.94,81
500,2,1,1,1,9,96,1,0.99,12
500,2,1,7,1,0,,1,,0
499,6,1,2,3,271,91,1,0.91,4
400,4,1,2,2,1,100,1,0.93,30
600,2,1,1,2,7,97,1,0.99,12
299,2,1,1,1,0,,1,0.94,7
1147,6,1.5,2,2,21,88,,,1
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
200,1,1.5,1,1,0,,1,1,23
220,1,1,1,1,0,,0.9,0.85,28
329,2,1.5,1,1,210,90,0.8,0.4,9
600,2,1.5,1,0,0,,1,1,37
317,2,2,,1,0,,1,0.8,369
200,1,1.5,1,1,0,,0,,2
379,4,1,1,2,15,92,0.99,1,43
926,4,1,2,3,0,,0.96,1,29
1806,10,1,3,3,1,60,0.93,0.99,16
252,2,1,,2,0,,0.93,0.94,81
420,1,2.5,1,1,1,100,0.9,0.39,23
440,2,1,,1,0,,,,1
270,1,1,1,1,0,,1,1,5
380,4,1,1,2,9,96,0.94,0.69,4
350,2,1,,1,0,,0.98,0.73,101
2308,9,1,2,3,7,100,1,1,3
198,1,1,,1,0,,1,1,2
222,3,1,1,2,0,,1,0.99,6
159,2,1,1,1,0,,1,1,4
400,2,1,,1,0,,,,1
329,3,1.5,1,1,140,89,0.8,0.4,9
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,3,40,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
926,4,1,2,3,0,,0.96,1,29
229,2,1,,1,3,93,0.99,1,43
927,6,1,2,3,0,,1,1,3
125,1,2,1,1,1,100,1,0.8,369
270,2,1,1,2,0,,0.8,,0
215,1,1,1,1,8,93,,1,10
105,1,1,,1,1,60,0.7,0.99,20
300,3,1,,2,22,92,1,0.92,24
1603,15,3,4,10,2,100,1,0.8,15
388,2,1,1,1,0,,1,0.92,29
239,2,1,1,2,0,,0.93,0.94,81
105,2,1,1,1,3,100,0.95,0.77,230
318,4,1,1,2,0,,0.93,0.94,81
208,1,1,1,2,0,,0.93,0.94,81
457,2,1,1,2,0,,0.6,1,27
1600,8,1,3,5,8,88,1,1,4
550,5,1,1,3,221,91,,,3
804,3,1,1,2,2,100,,,16
340,3,1,,2,27,89,1,0.92,24
100,2,1,1,1,0,,1,0.8,369
1100,6,2,2,3,0,,1,0.5,1
381,4,1,1,2,0,,1,1,4
200,2,1,1,2,0,,0.9,0.85,28
340,2,1,1,1,0,,0.9,0.92,5
1014,8,2,3,4,77,89,1,0.91,4
242,1,1,1,1,1,100,1,0.92,29
654,2,1,1,1,10,82,,,16
83,1,2,1,1,0,,0.95,0.69,386
83,1,2,1,1,0,,0.95,0.69,386
406,3,1,,2,35,92,1,0.92,24
1000,6,1,2,4,0,,0.75,0.93,10
140,1,1,1,1,0,,0.95,0.77,230
859,3,1,1,3,0,,,,16
602,5,1,1,3,104,87,0,,2
267,2,1,1,1,0,,0.98,0.56,0
120,2,1,,1,3,87,0.7,0.99,20
447,2,1,,2,69,92,0.98,1,6
714,2,1,1,2,1,80,,,16
400,4,,1,2,0,,,0,4
252,2,1,1,,0,,0.93,0.94,81
252,2,1,1,,0,,0.93,0.94,81
323,2,1,1,2,0,,0.93,0.94,81
279,2,1,,1,1,80,1,1,5
343,2,1,1,1,0,,0.9,0.92,5
340,2,1,1,1,52,86,1,0.92,24
83,2,1,1,1,0,,0.95,0.77,230
160,1,1,1,1,0,,0.95,0.77,230
200,2,1,1,1,5,96,0.9,1,19
228,2,1,1,,0,,0.93,0.94,81
354,2,1.5,,1,28,91,1,0.92,24
595,6,1,2,3,19,86,0.99,1,43
370,2,1.5,,1,52,92,1,0.92,24
206,2,1,1,2,0,,0.93,0.94,81
535,3,1,2,2,60,95,0.6,1,1
660,8,1,2,5,17,94,0.99,1,43
180,1,1,,1,0,,0.9,0.85,28
200,1,,1,1,0,,0.9,0.85,28
183,2,1,1,2,0,,1,0.8,369
105,2,1,,1,2,90,0.7,0.99,20
115,2,1,,1,4,70,0.7,0.99,20
538,2,1,1,1,0,,0.6,1,27
246,2,1,1,1,2,70,1,1,4
440,2,1,1,1,1,60,0.6,1,27
343,2,1,1,1,1,100,0.5,1,17
843,2,1,,,0,,,,5
168,2,1,,2,0,,0.93,0.94,81
459,2,1,1,4,0,,1,1,6
1620,14,4,4,11,35,97,1,1,6
350,6,1,2,3,222,91,1,0.91,4
394,2,1.5,1,1,6,93,0.93,1,6
700,2,1,1,1,17,100,1,,1
600,3,1,1,2,0,,,,1
370,3,1.5,1,3,0,,1,1,13
182,1,1,1,,0,,0.93,0.94,81
350,2,1,,1,0,,,,1
216,2,1,1,1,0,,0.96,0.77,266
491,4,1,,2,27,92,1,0.92,24
442,16,2,,2,0,,1,1,1
